PERSON_ID,TEAM_ID
202738,1610612743
1629017,1610612765
202498,1610612752
202691,1610612744
202684,1610612739
1628414,1610612746
201229,1610612750
1626157,1610612750
1629018,1610612757
1629019,1610612752
200782,1610612745
202323,1610612757
1626167,1610612754
202327,1610612762
202685,1610612763
1627756,1610612741
1627832,1610612761
1629020,1610612743
203943,1610612752
202696,1610612753
2548,1610612748
1629021,1610612747
203079,1610612748
202689,1610612766
1629022,1610612759
202322,1610612764
1627820,1610612746
202954,1610612738
203933,1610612756
1627395,1610612763
1629139,1610612763
1629118,1610612743
201566,1610612760
1628401,1610612759
1627785,1610612751
202355,1610612748
203952,1610612750
1626210,1610612756
203710,1610612750
1629140,1610612747
1629026,1610612740
101150,1610612746
101107,1610612766
1627786,1610612758
1629057,1610612738
1628391,1610612749
1626159,1610612748
1626174,1610612740
1626153,1610612763
1627824,1610612738
201152,1610612754
1629027,1610612737
203469,1610612766
1627790,1610612739
1627826,1610612746
